1777715610.6364028,14.102.231.207,4410
1777715610.7838447,14.102.231.207,4410
1777715611.3267725,14.102.231.207,4410
1777715611.4273849,14.102.231.207,8754
1777715611.9926229,14.102.231.207,5858
1777715612.543792,14.102.231.207,7306
1777715612.8363156,14.102.231.207,4410
1777715613.1173735,14.102.231.207,4410
1777715613.3359644,14.102.231.207,4410
1777715613.8062046,14.102.231.207,5858
1777715613.8893468,14.102.231.207,7306
1777715613.9760003,14.102.231.207,7306
1777715614.2824957,14.102.231.207,4410
1777715614.3670378,14.102.231.207,8754
1777715614.496272,14.102.231.207,5858
1777715614.7353077,14.102.231.207,7306
1777715615.0991695,14.102.231.207,5698
1777715615.5950341,14.102.231.207,5858
1777715615.7218328,14.102.231.207,5698
1777715615.9422512,14.102.231.207,4410
1777715616.1315742,14.102.231.207,5698
1777715617.616774,14.102.231.207,4290
1777715617.740532,14.102.231.207,5698
1777715618.0519392,14.102.231.207,9922
1777715619.1579802,14.102.231.207,10202
1777715619.3810682,14.102.231.207,14546
1777715620.5376692,14.102.231.207,10202
1777715620.7112613,14.102.231.207,5858
1777715620.79626,14.102.231.207,15994
1777715620.8594663,14.102.231.207,5858
1777715621.1953392,14.102.231.207,4410
1777715621.2809825,14.102.231.207,7306
1777715621.3289428,14.102.231.207,5858
1777715621.350797,14.102.231.207,4410
1777715621.4348922,14.102.231.207,5858
1777715621.5003216,14.102.231.207,4410
1777715621.6274374,192.168.29.76,539
1777715622.0765088,14.102.231.207,7306
1777715622.121343,14.102.231.207,5858
1777715623.2205276,14.102.231.207,8754
1777715623.9845343,14.102.231.207,5858
1777715624.6958659,14.102.231.207,4410
1777715625.5719092,14.102.231.207,13098
1777715625.8925817,14.102.231.207,11650
1777715626.1214204,14.102.231.207,4410
1777715627.3156443,14.102.231.207,4410
1777715627.3817875,14.102.231.207,7306
1777715627.7067049,14.102.231.207,5858
1777715628.2966738,14.102.231.207,5858
1777715628.6935325,14.102.231.207,7306
1777715629.6035333,14.102.231.207,4410
1777715631.7948415,14.102.231.207,4410
1777715632.9938562,14.102.231.207,7306
1777715634.4958494,14.102.231.207,5858
1777715635.3193784,14.102.231.207,4410
1777715636.9045942,14.102.231.207,4410
1777715637.5733,14.102.231.207,4410
1777715640.7329135,14.102.231.207,5858
1777715640.7749882,14.102.231.207,5858
1777715642.5301125,14.102.231.207,7306
1777715643.9585226,14.102.231.207,7306
1777715646.0017483,14.102.231.207,8754
1777715646.6375442,14.102.231.207,13098
1777715648.279132,14.102.231.207,7306
1777715648.3406382,14.102.231.207,5858
1777715649.8472369,14.102.231.207,11650
1777715650.5744019,14.102.231.207,8754
1777715653.2011738,14.102.231.207,4410
1777715662.0666058,14.102.231.207,4410
1777715662.5645952,14.102.231.207,4410
1777715662.801438,14.102.231.207,5858
1777715663.0503829,14.102.231.207,5858
1777715663.075289,14.102.231.207,14546
1777715663.47003,14.102.231.207,5858
1777715663.8131797,14.102.231.207,11650
1777715663.8357637,14.102.231.207,13098
1777715663.9405484,14.102.231.207,14546
1777715664.6447406,14.102.231.207,11650
1777715664.666502,14.102.231.207,8754
1777715664.8520179,14.102.231.207,14546
1777715665.2634008,14.102.231.207,4410
1777715665.328306,14.102.231.207,7306
1777715665.4503968,14.102.231.207,8754
1777715665.8065438,14.102.231.207,7306
1777715666.095174,14.102.231.207,5858
1777715666.1744728,14.102.231.207,5858
1777715666.332726,14.102.231.207,30474
1777715666.4782922,14.102.231.207,5858
1777715666.520601,14.102.231.207,4410
1777715666.561354,14.102.231.207,5858
1777715666.6270084,14.102.231.207,21786
1777715666.690255,14.102.231.207,13098
1777715666.8662655,14.102.231.207,4410
1777715666.9120817,14.102.231.207,5858
1777715666.9973335,14.102.231.207,21786
1777715667.1823332,14.102.231.207,5858
1777715667.2051744,14.102.231.207,4410
1777715667.2690332,14.102.231.207,4410
1777715668.6254308,14.102.231.207,5858
1777715669.134594,14.102.231.207,14546
1777715669.2216058,14.102.231.207,8754
1777715669.24373,14.102.231.207,8754
1777715669.4002109,14.102.231.207,8754
1777715669.5786724,14.102.231.207,5858
1777715670.8951027,14.102.231.207,4410
1777715671.821051,14.102.231.207,5858
1777715672.020966,14.102.231.207,11650
1777715672.0687916,14.102.231.207,18890
1777715672.3073864,14.102.231.207,13098
1777715672.4143925,14.102.231.207,4410
1777715672.4569793,14.102.231.207,11650
1777715672.6849365,14.102.231.207,15994
1777715672.8380177,14.102.231.207,4410
1777715672.8821683,14.102.231.207,10202
1777715673.0500364,14.102.231.207,7306
1777715673.2531638,14.102.231.207,5858
1777715673.3580105,14.102.231.207,4410
1777715673.7497833,14.102.231.207,13098
1777715673.896632,14.102.231.207,5858
1777715674.3916996,14.102.231.207,4410
1777715674.434304,14.102.231.207,7306
1777715675.9099543,14.102.231.207,13098
1777715680.1282268,14.102.231.207,7306
1777715681.4862137,14.102.231.207,5858
1777715681.7245734,14.102.231.207,5858
1777715682.5908341,14.102.231.207,13098
1777715682.7303479,14.102.231.207,5858
1777715683.2789102,14.102.231.207,4410
1777715683.7547119,14.102.231.207,14546
1777715684.2182627,14.102.231.207,5858
1777715684.279961,14.102.231.207,4410
1777715684.8279412,14.102.231.207,7306
1777715685.58896,14.102.231.207,5858
1777715685.7835271,14.102.231.207,5858
1777715686.5079954,14.102.231.207,5858
1777715686.9747794,14.102.231.207,8754
1777715687.0785208,14.102.231.207,10202
1777715688.4596143,14.102.231.207,5858
1777715688.7309756,14.102.231.207,4410
1777715689.8893485,14.102.231.207,4410
1777715689.9387624,14.102.231.207,5858
1777715690.277926,14.102.231.207,5858
1777715691.2238605,14.102.231.207,5858
1777715691.245616,14.102.231.207,5858
1777715694.5608387,14.102.231.207,5858
1777715698.476743,14.102.231.207,4410
1777715701.4461358,14.102.231.207,4410
1777715704.06331,14.102.231.207,4410
1777715704.3884354,14.102.231.207,4410
1777715706.8039796,14.102.231.207,11650
1777715707.1692965,14.102.231.207,4410
1777715707.3517976,14.102.231.207,7306
1777715709.1710846,14.102.231.207,5858
1777715709.6214056,14.102.231.207,4410
1777715710.3497043,14.102.231.207,5858
1777715710.9504595,14.102.231.207,13098
1777715716.193991,14.102.231.207,5858
1777715716.9686658,14.102.231.207,5858
1777715717.8365104,14.102.231.207,4410
1777715718.9187737,14.102.231.207,7306
1777715723.4188733,14.102.231.207,5858
1777715732.241583,14.102.231.207,10202
1777715732.6859176,14.102.231.207,10202
1777715732.7088523,14.102.231.207,8754
1777715735.7275555,14.102.231.207,17442
1777715735.8267937,14.102.231.207,7306
1777715744.7481856,14.102.231.207,4410
1777715748.1876857,14.102.231.207,5858
1777715751.8132262,14.102.231.207,4410
1777715753.4334455,14.102.231.207,4410
1777715754.2041585,14.102.231.207,7306
1777715754.483721,14.102.231.207,8754
1777715754.7828696,14.102.231.207,5858
1777715756.9340262,14.102.231.207,4410
1777715756.9559557,14.102.231.207,17442
1777715758.204282,14.102.231.207,4410
1777715758.2744622,14.102.231.207,4410
1777715758.70021,14.102.231.207,11650
1777715759.0077841,14.102.231.207,5858
1777715759.520164,14.102.231.207,5858
1777715760.194055,14.102.231.207,4410
1777715761.5443437,14.102.231.207,4410
1777715761.689905,14.102.231.207,8754
1777715763.7075417,14.102.231.207,8754
1777715764.8905141,14.102.231.207,10202
1777715765.1102297,14.102.231.207,4410
1777715765.3269336,14.102.231.207,4410
1777715766.022733,14.102.231.207,5858
1777715767.4365096,14.102.231.207,4410
1777715769.2837906,14.102.231.207,4410
1777715769.3928123,14.102.231.207,5858
1777715770.677501,14.102.231.207,7306
1777715772.3386192,14.102.231.207,7306
1777715772.696158,14.102.231.207,4410
1777715773.876204,14.102.231.207,5858
1777715778.7278135,14.102.231.207,8754
1777715779.531507,14.102.231.207,10202
1777715780.1664467,14.102.231.207,4410
1777715782.4134681,14.102.231.207,8754
1777715782.997141,14.102.231.207,4410
1777715783.1466024,14.102.231.207,8754
1777715784.2975564,14.102.231.207,4410
1777715784.3387382,14.102.231.207,7306
1777715784.8275883,14.102.231.207,7306
1777715785.4613342,14.102.231.207,7306
1777715785.8386538,14.102.231.207,10202
1777715790.7797644,14.102.231.207,8754
1777715792.1119714,14.102.231.207,10202
1777715793.405462,14.102.231.207,4410
1777715799.7893918,14.102.231.207,10202
1777715800.3924675,14.102.231.207,4410
1777715803.0341306,14.102.231.207,4410
1777715803.7905362,14.102.231.207,4410
1777715804.607969,14.102.231.207,4410
1777715805.4342651,14.102.231.207,11650
1777715805.4974997,14.102.231.207,14546
1777715805.520303,14.102.231.207,8754
1777715805.6091602,14.102.231.207,8754
1777715805.918079,14.102.231.207,5858
1777715806.0189412,14.102.231.207,7306
1777715806.1064746,14.102.231.207,13098
1777715806.2531466,14.102.231.207,8754
1777715806.364513,14.102.231.207,7306
1777715806.6392286,14.102.231.207,7306
1777715806.7214565,14.102.231.207,5858
1777715806.8447762,14.102.231.207,5858
1777715807.3448749,14.102.231.207,8754
1777715807.4420576,14.102.231.207,5858
1777715807.4895735,14.102.231.207,17442
1777715807.608303,14.102.231.207,8754
1777715807.8315709,14.102.231.207,7306
1777715809.0756705,14.102.231.207,4410
1777715809.935767,14.102.231.207,4410
